artifact_id,model,method,checkov_rule_id,violation_class,v1_syntax_valid,v2_target_resolved,v3_new_issues_count,v4_lines_changed,v4_diff_ratio,overall_verified_fix,num_attempts,input_tokens,output_tokens,latency_seconds,error
BM-0138,llama4-maverick,structured,CKV_AWS_314,over_permissive_access,True,False,0,24,0.4,False,1,577,530,2.99,
BM-0139,llama4-maverick,structured,CKV_AWS_316,over_permissive_access,True,True,0,2,0.0333,True,1,579,418,1.86,
BM-0140,llama4-maverick,structured,CKV_AWS_147,over_permissive_access,True,True,0,2,0.0333,True,1,578,429,1.99,
BM-0276,llama4-maverick,structured,CKV_AWS_163,over_permissive_access,True,False,0,5,0.0199,False,1,1857,1946,7.27,
BM-0277,llama4-maverick,structured,CKV_AWS_136,over_permissive_access,True,False,0,5,0.0199,False,1,1858,1947,7.44,
BM-0278,llama4-maverick,structured,CKV_AWS_51,over_permissive_access,True,False,0,3,0.012,False,1,1855,1946,6.97,
BM-0279,llama4-maverick,structured,CKV_AWS_32,over_permissive_access,True,False,0,4,0.0159,False,1,1858,1972,7.56,
BM-0442,llama4-maverick,structured,CKV_AWS_137,network_hardening,True,True,0,11,0.3929,True,1,401,267,1.26,
BM-0443,llama4-maverick,structured,CKV_AWS_317,network_hardening,True,False,0,8,0.2857,False,1,400,248,1.63,
BM-0444,llama4-maverick,structured,CKV_AWS_228,network_hardening,True,False,0,7,0.25,False,1,404,265,1.3,
BM-0445,llama4-maverick,structured,CKV_AWS_5,network_hardening,True,False,0,6,0.2143,False,1,405,230,1.37,
BM-0446,llama4-maverick,structured,CKV_AWS_247,network_hardening,True,False,0,7,0.25,False,1,406,254,1.45,
BM-0447,llama4-maverick,structured,CKV_AWS_248,network_hardening,True,True,0,11,0.3929,True,1,403,273,1.59,
BM-0448,llama4-maverick,structured,CKV_AWS_84,network_hardening,True,False,0,16,0.5714,False,1,399,311,1.67,
BM-0449,llama4-maverick,structured,CKV_AWS_318,network_hardening,True,False,0,8,0.2857,False,1,407,263,1.16,
BM-0049,llama4-maverick,structured,CKV_AWS_79,public_exposure,True,False,0,5,0.0893,False,1,731,571,2.01,
BM-0050,llama4-maverick,structured,CKV_AWS_389,public_exposure,True,True,0,2,0.0357,True,1,735,562,2.4,
BM-0051,llama4-maverick,structured,CKV_AWS_8,public_exposure,True,False,0,5,0.0893,False,1,737,582,2.13,
BM-0052,llama4-maverick,structured,CKV_AWS_315,public_exposure,True,True,0,23,0.4107,True,1,737,701,2.96,
BM-0262,llama4-maverick,structured,CKV_AWS_126,public_exposure,True,False,0,1,0.008,False,1,893,791,3.41,
BM-0263,llama4-maverick,structured,CKV_AWS_135,public_exposure,True,False,0,1,0.008,False,1,891,799,4.61,
BM-0002,llama4-maverick,structured,CKV_AWS_233,weak_observability,True,False,0,8,0.1818,False,1,494,319,1.51,
BM-0003,llama4-maverick,structured,CKV_AWS_234,weak_observability,True,True,0,2,0.0455,True,1,493,326,1.69,
BM-0039,llama4-maverick,structured,CKV_AWS_194,weak_observability,True,True,0,2,0.0606,True,1,450,276,1.24,
BM-0040,llama4-maverick,structured,CKV2_AWS_33,weak_observability,True,False,0,2,0.0606,False,1,451,277,1.64,
BM-0042,llama4-maverick,structured,CKV_AWS_193,weak_observability,True,True,0,5,0.2778,True,1,358,196,1.02,
BM-0075,llama4-maverick,structured,CKV_AWS_338,weak_observability,True,False,0,4,0.8,False,1,300,87,0.54,
BM-0056,llama4-maverick,structured,CKV_AWS_153,insecure_defaults,True,True,0,5,0.0862,True,1,661,528,1.94,
BM-0080,llama4-maverick,structured,CKV_AWS_34,insecure_defaults,True,False,0,2,0.0099,False,1,1455,1438,4.74,
BM-0081,llama4-maverick,structured,CKV_AWS_174,insecure_defaults,True,False,0,4,0.0198,False,1,1459,1511,4.91,
BM-0082,llama4-maverick,structured,CKV_AWS_68,insecure_defaults,True,False,0,1,0.005,False,1,1452,1443,5.41,
BM-0083,llama4-maverick,structured,CKV_AWS_310,insecure_defaults,True,False,0,21,0.104,False,1,1454,1547,5.92,
BM-0004,llama4-maverick,structured,CKV_AWS_150,other,True,False,0,2,0.0161,False,1,1065,974,3.39,
BM-0005,llama4-maverick,structured,CKV_AWS_91,other,True,True,0,16,0.129,True,1,1070,1034,3.31,
BM-0006,llama4-maverick,structured,CKV_AWS_127,other,True,False,0,2,0.0161,False,1,1073,951,3.71,
BM-0007,llama4-maverick,structured,CKV_AWS_376,other,True,False,0,8,0.0645,False,1,1068,1008,3.38,
BM-0008,llama4-maverick,structured,CKV_AWS_328,other,True,True,0,6,0.0484,True,1,1072,976,3.48,
BM-0015,llama4-maverick,verify_loop,CKV_AWS_235,missing_encryption,True,True,0,4,0.1081,True,1,502,335,1.37,
BM-0016,llama4-maverick,verify_loop,CKV_AWS_236,missing_encryption,True,False,0,10,0.2703,False,3,2496,1157,6.43,
BM-0019,llama4-maverick,verify_loop,CKV_AWS_204,missing_encryption,True,True,0,8,0.1067,True,1,706,625,2.25,
BM-0029,llama4-maverick,verify_loop,CKV_AWS_206,missing_encryption,True,True,0,2,0.087,True,1,443,255,1.14,
BM-0031,llama4-maverick,verify_loop,CKV_AWS_308,missing_encryption,True,True,0,4,0.1026,True,1,525,335,1.34,
BM-0032,llama4-maverick,verify_loop,CKV_AWS_225,missing_encryption,True,True,0,2,0.0513,True,1,524,358,1.6,
BM-0036,llama4-maverick,verify_loop,CKV_AWS_381,missing_encryption,True,True,0,8,0.1818,True,2,1554,884,3.55,
BM-0037,llama4-maverick,verify_loop,CKV_AWS_264,missing_encryption,True,True,0,1,0.0204,True,1,552,390,1.68,
BM-0038,llama4-maverick,verify_loop,CKV_AWS_263,missing_encryption,True,True,0,2,0.023,True,1,651,535,2.03,
BM-0044,llama4-maverick,verify_loop,CKV_AWS_215,missing_encryption,True,True,0,14,0.5833,True,2,1372,596,2.46,
BM-0045,llama4-maverick,verify_loop,CKV_AWS_214,missing_encryption,True,True,0,14,0.5833,True,2,1373,615,2.96,
BM-0048,llama4-maverick,verify_loop,CKV_AWS_159,missing_encryption,True,True,0,4,0.1333,True,1,414,247,1.38,
BM-0058,llama4-maverick,verify_loop,CKV_AWS_210,over_permissive_access,True,True,0,2,0.0109,True,1,1259,1271,6.53,
BM-0138,llama4-maverick,verify_loop,CKV_AWS_314,over_permissive_access,True,True,0,28,0.4667,True,2,1777,1085,4.4399999999999995,
BM-0139,llama4-maverick,verify_loop,CKV_AWS_316,over_permissive_access,True,True,0,2,0.0333,True,1,579,418,1.87,
BM-0140,llama4-maverick,verify_loop,CKV_AWS_147,over_permissive_access,True,True,0,2,0.0333,True,1,578,429,1.72,
BM-0276,llama4-maverick,verify_loop,CKV_AWS_163,over_permissive_access,True,False,0,5,0.0199,False,3,9237,5932,23.04,
BM-0277,llama4-maverick,verify_loop,CKV_AWS_136,over_permissive_access,True,False,0,240,0.9562,False,3,9238,5911,21.79,
BM-0278,llama4-maverick,verify_loop,CKV_AWS_51,over_permissive_access,True,False,0,240,0.9562,False,3,9220,5863,20.470000000000002,
BM-0279,llama4-maverick,verify_loop,CKV_AWS_32,over_permissive_access,True,False,0,62,0.247,False,3,9209,5802,20.9,
BM-0442,llama4-maverick,verify_loop,CKV_AWS_137,network_hardening,True,True,0,11,0.3929,True,1,401,267,1.49,
BM-0443,llama4-maverick,verify_loop,CKV_AWS_317,network_hardening,True,False,3,13,0.4643,False,3,2045,895,4.46,
BM-0444,llama4-maverick,verify_loop,CKV_AWS_228,network_hardening,True,True,0,8,0.2857,True,2,1196,568,3.25,
BM-0445,llama4-maverick,verify_loop,CKV_AWS_5,network_hardening,True,True,0,23,0.8214,True,2,1184,359,2.03,
BM-0446,llama4-maverick,verify_loop,CKV_AWS_247,network_hardening,True,True,2,28,1.0,False,3,2057,777,5.21,
BM-0447,llama4-maverick,verify_loop,CKV_AWS_248,network_hardening,True,True,0,11,0.3929,True,1,403,273,1.4,
BM-0448,llama4-maverick,verify_loop,CKV_AWS_84,network_hardening,True,True,3,40,1.4286,False,3,2176,1064,4.77,
BM-0449,llama4-maverick,verify_loop,CKV_AWS_318,network_hardening,True,False,0,8,0.2857,False,3,2005,841,4.029999999999999,
BM-0049,llama4-maverick,verify_loop,CKV_AWS_79,public_exposure,True,True,0,14,0.25,True,2,2160,1244,4.81,
BM-0050,llama4-maverick,verify_loop,CKV_AWS_389,public_exposure,True,True,0,2,0.0357,True,1,735,562,2.01,
BM-0051,llama4-maverick,verify_loop,CKV_AWS_8,public_exposure,True,True,0,12,0.2143,True,2,2171,1245,4.95,
BM-0052,llama4-maverick,verify_loop,CKV_AWS_315,public_exposure,True,True,0,46,0.8214,True,2,2230,967,4.11,
BM-0262,llama4-maverick,verify_loop,CKV_AWS_126,public_exposure,True,True,0,18,0.144,True,2,2647,1759,7.279999999999999,
BM-0263,llama4-maverick,verify_loop,CKV_AWS_135,public_exposure,True,True,0,12,0.096,True,3,4443,2642,26.63,
BM-0002,llama4-maverick,verify_loop,CKV_AWS_233,weak_observability,True,True,0,21,0.4773,True,3,2336,903,4.48,
BM-0003,llama4-maverick,verify_loop,CKV_AWS_234,weak_observability,True,True,0,2,0.0455,True,1,493,326,2.0,
BM-0039,llama4-maverick,verify_loop,CKV_AWS_194,weak_observability,True,True,0,2,0.0606,True,1,450,276,1.14,
BM-0040,llama4-maverick,verify_loop,CKV2_AWS_33,weak_observability,True,False,0,14,0.4242,False,3,2184,954,4.109999999999999,
BM-0042,llama4-maverick,verify_loop,CKV_AWS_193,weak_observability,True,True,0,5,0.2778,True,1,358,202,1.39,
BM-0075,llama4-maverick,verify_loop,CKV_AWS_338,weak_observability,True,True,0,6,1.2,True,1,300,109,0.6,
BM-0056,llama4-maverick,verify_loop,CKV_AWS_153,insecure_defaults,True,True,0,5,0.0862,True,1,661,528,1.97,
BM-0080,llama4-maverick,verify_loop,CKV_AWS_34,insecure_defaults,True,False,0,13,0.0644,False,3,7238,4470,15.31,
BM-0081,llama4-maverick,verify_loop,CKV_AWS_174,insecure_defaults,True,False,0,6,0.0297,False,3,7335,4587,16.84,
BM-0082,llama4-maverick,verify_loop,CKV_AWS_68,insecure_defaults,True,False,0,1,0.005,False,3,7236,4393,15.459999999999999,
BM-0083,llama4-maverick,verify_loop,CKV_AWS_310,insecure_defaults,True,False,0,28,0.1386,False,3,7478,4837,17.14,
BM-0004,llama4-maverick,verify_loop,CKV_AWS_150,other,True,True,0,4,0.0323,True,2,3179,1986,7.17,
BM-0005,llama4-maverick,verify_loop,CKV_AWS_91,other,True,True,0,16,0.129,True,1,1070,1033,3.93,
BM-0006,llama4-maverick,verify_loop,CKV_AWS_127,other,True,False,0,2,0.0161,False,3,5289,2885,10.36,
BM-0007,llama4-maverick,verify_loop,CKV_AWS_376,other,True,True,0,66,0.5323,True,2,3228,1947,8.690000000000001,
BM-0008,llama4-maverick,verify_loop,CKV_AWS_328,other,True,True,0,6,0.0484,True,1,1072,976,3.77,
BM-0015,claude-opus-4.6,verify_loop,CKV_AWS_235,missing_encryption,True,True,0,4,0.1081,True,2,1702,831,12.969999999999999,
BM-0016,claude-opus-4.6,verify_loop,CKV_AWS_236,missing_encryption,True,True,0,7,0.1892,True,2,1722,965,13.76,
BM-0019,claude-opus-4.6,verify_loop,CKV_AWS_204,missing_encryption,True,True,0,8,0.1067,True,2,2496,1825,22.5,
BM-0029,claude-opus-4.6,verify_loop,CKV_AWS_206,missing_encryption,True,True,0,2,0.087,True,1,515,349,5.08,
BM-0031,claude-opus-4.6,verify_loop,CKV_AWS_308,missing_encryption,True,True,0,2,0.0513,True,1,634,480,5.79,
BM-0032,claude-opus-4.6,verify_loop,CKV_AWS_225,missing_encryption,True,True,0,1,0.0256,True,1,633,491,5.18,
BM-0036,claude-opus-4.6,verify_loop,CKV_AWS_381,missing_encryption,True,True,0,8,0.1818,True,2,1970,1230,14.08,
BM-0037,claude-opus-4.6,verify_loop,CKV_AWS_264,missing_encryption,True,True,0,3,0.0612,True,1,699,581,6.17,
BM-0038,claude-opus-4.6,verify_loop,CKV_AWS_263,missing_encryption,True,True,0,2,0.023,True,1,826,753,6.76,
BM-0044,claude-opus-4.6,verify_loop,CKV_AWS_215,missing_encryption,True,True,0,11,0.4583,True,2,1658,861,12.25,
BM-0045,claude-opus-4.6,verify_loop,CKV_AWS_214,missing_encryption,True,True,0,14,0.5833,True,2,1658,838,11.84,
BM-0048,claude-opus-4.6,verify_loop,CKV_AWS_159,missing_encryption,True,True,0,5,0.1667,True,1,476,355,4.93,
BM-0058,claude-opus-4.6,verify_loop,CKV_AWS_210,over_permissive_access,True,True,0,2,0.0109,True,1,1515,1630,13.86,
BM-0138,claude-opus-4.6,verify_loop,CKV_AWS_314,over_permissive_access,True,True,0,27,0.45,True,2,2149,1437,14.969999999999999,
BM-0139,claude-opus-4.6,verify_loop,CKV_AWS_316,over_permissive_access,True,True,0,2,0.0333,True,1,706,566,6.13,
BM-0140,claude-opus-4.6,verify_loop,CKV_AWS_147,over_permissive_access,True,True,0,2,0.0333,True,1,704,592,6.37,
BM-0276,claude-opus-4.6,verify_loop,CKV_AWS_163,over_permissive_access,True,False,0,4,0.0159,False,2,7053,5615,60.78,
BM-0277,claude-opus-4.6,verify_loop,CKV_AWS_136,over_permissive_access,True,True,0,20,0.0797,True,2,7054,5416,50.980000000000004,
BM-0278,claude-opus-4.6,verify_loop,CKV_AWS_51,over_permissive_access,True,True,0,15,0.0598,True,2,7046,5535,48.7,
BM-0279,claude-opus-4.6,verify_loop,CKV_AWS_32,over_permissive_access,True,True,0,27,0.1076,True,2,7053,5772,50.04,
BM-0442,claude-opus-4.6,verify_loop,CKV_AWS_137,network_hardening,True,True,0,9,0.3214,True,1,460,367,4.74,
BM-0443,claude-opus-4.6,verify_loop,CKV_AWS_317,network_hardening,True,True,0,13,0.4643,True,3,2467,1320,18.5,
BM-0444,claude-opus-4.6,verify_loop,CKV_AWS_228,network_hardening,True,True,0,11,0.3929,True,2,1432,842,11.03,
BM-0445,claude-opus-4.6,verify_loop,CKV_AWS_5,network_hardening,True,True,0,9,0.3214,True,2,1405,698,10.96,
BM-0446,claude-opus-4.6,verify_loop,CKV_AWS_247,network_hardening,True,True,0,11,0.3929,True,2,1423,802,11.51,
BM-0447,claude-opus-4.6,verify_loop,CKV_AWS_248,network_hardening,True,True,0,9,0.3214,True,1,461,387,5.46,
BM-0448,claude-opus-4.6,verify_loop,CKV_AWS_84,network_hardening,True,True,0,30,1.0714,True,2,1548,1198,14.21,
BM-0449,claude-opus-4.6,verify_loop,CKV_AWS_318,network_hardening,True,False,0,11,0.3929,False,3,2434,1246,21.55,
BM-0049,claude-opus-4.6,verify_loop,CKV_AWS_79,public_exposure,True,True,0,12,0.2143,True,2,2617,1628,16.990000000000002,
BM-0050,claude-opus-4.6,verify_loop,CKV_AWS_389,public_exposure,True,True,0,4,0.0714,True,1,867,730,6.87,
BM-0051,claude-opus-4.6,verify_loop,CKV_AWS_8,public_exposure,True,True,0,20,0.3571,True,2,2619,1667,18.33,
BM-0052,claude-opus-4.6,verify_loop,CKV_AWS_315,public_exposure,True,True,0,53,0.9464,True,2,2615,1577,17.06,
BM-0262,claude-opus-4.6,verify_loop,CKV_AWS_126,public_exposure,True,True,0,19,0.152,True,2,3284,2321,24.44,
BM-0263,claude-opus-4.6,verify_loop,CKV_AWS_135,public_exposure,True,True,0,10,0.08,True,2,3285,2332,20.82,
BM-0002,claude-opus-4.6,verify_loop,CKV_AWS_233,weak_observability,True,True,0,18,0.4091,True,2,1685,860,11.14,
BM-0003,claude-opus-4.6,verify_loop,CKV_AWS_234,weak_observability,True,True,0,2,0.0455,True,1,562,421,5.39,
BM-0039,claude-opus-4.6,verify_loop,CKV_AWS_194,weak_observability,True,True,0,2,0.0606,True,1,538,387,5.51,
BM-0040,claude-opus-4.6,verify_loop,CKV2_AWS_33,weak_observability,True,False,1,15,0.4545,False,3,3190,2746,37.660000000000004,
BM-0042,claude-opus-4.6,verify_loop,CKV_AWS_193,weak_observability,True,True,0,5,0.2778,True,1,404,298,3.7,
BM-0075,claude-opus-4.6,verify_loop,CKV_AWS_338,weak_observability,True,True,0,6,1.2,True,2,964,308,7.859999999999999,
BM-0056,claude-opus-4.6,verify_loop,CKV_AWS_153,insecure_defaults,True,True,0,8,0.1379,True,1,804,710,7.85,
BM-0080,claude-opus-4.6,verify_loop,CKV_AWS_34,insecure_defaults,True,True,0,6,0.0297,True,2,5354,3844,32.86,
BM-0081,claude-opus-4.6,verify_loop,CKV_AWS_174,insecure_defaults,True,True,0,12,0.0594,True,2,5405,4029,32.3,
BM-0082,claude-opus-4.6,verify_loop,CKV_AWS_68,insecure_defaults,True,True,0,6,0.0297,True,2,5363,3878,32.650000000000006,
BM-0083,claude-opus-4.6,verify_loop,CKV_AWS_310,insecure_defaults,True,True,0,58,0.2871,True,2,5531,4511,55.39,
BM-0004,claude-opus-4.6,verify_loop,CKV_AWS_150,other,True,True,0,4,0.0323,True,2,3834,2557,24.770000000000003,
BM-0005,claude-opus-4.6,verify_loop,CKV_AWS_91,other,True,True,0,22,0.1774,True,2,3867,2725,24.520000000000003,
BM-0006,claude-opus-4.6,verify_loop,CKV_AWS_127,other,True,False,0,4,0.0323,False,3,6428,4416,48.480000000000004,
BM-0007,claude-opus-4.6,verify_loop,CKV_AWS_376,other,True,True,0,26,0.2097,True,2,3865,2805,28.880000000000003,
BM-0008,claude-opus-4.6,verify_loop,CKV_AWS_328,other,True,True,0,6,0.0484,True,1,1280,1265,11.56,
BM-0015,claude-opus-4.6,plain,CKV_AWS_235,missing_encryption,True,True,0,6,0.1622,True,1,379,303,4.44,
BM-0016,claude-opus-4.6,plain,CKV_AWS_236,missing_encryption,True,False,0,6,0.1622,False,1,379,303,3.82,
BM-0019,claude-opus-4.6,plain,CKV_AWS_204,missing_encryption,True,True,0,7,0.0933,True,1,639,579,7.99,
BM-0029,claude-opus-4.6,plain,CKV_AWS_206,missing_encryption,True,True,0,4,0.1739,True,1,321,243,3.96,
BM-0031,claude-opus-4.6,plain,CKV_AWS_308,missing_encryption,True,True,0,4,0.1026,True,1,438,360,4.12,
BM-0032,claude-opus-4.6,plain,CKV_AWS_225,missing_encryption,True,False,0,4,0.1026,False,1,438,360,7.24,
BM-0036,claude-opus-4.6,plain,CKV_AWS_381,missing_encryption,True,True,0,10,0.2273,True,1,443,434,5.55,
BM-0037,claude-opus-4.6,plain,CKV_AWS_264,missing_encryption,True,True,0,4,0.0816,True,1,507,450,7.96,
BM-0038,claude-opus-4.6,plain,CKV_AWS_263,missing_encryption,True,True,0,4,0.046,True,1,637,578,6.0,
BM-0044,claude-opus-4.6,plain,CKV_AWS_215,missing_encryption,True,True,0,16,0.6667,True,1,359,303,4.55,
BM-0045,claude-opus-4.6,plain,CKV_AWS_214,missing_encryption,True,True,0,16,0.6667,True,1,359,303,3.33,
BM-0048,claude-opus-4.6,plain,CKV_AWS_159,missing_encryption,True,True,0,7,0.2333,True,1,283,244,3.54,
BM-0058,claude-opus-4.6,plain,CKV_AWS_210,over_permissive_access,True,True,0,4,0.0217,True,1,1319,1241,15.21,
BM-0138,claude-opus-4.6,plain,CKV_AWS_314,over_permissive_access,True,False,0,22,0.3667,False,1,506,444,5.01,
BM-0139,claude-opus-4.6,plain,CKV_AWS_316,over_permissive_access,True,True,0,22,0.3667,True,1,506,444,4.95,
BM-0140,claude-opus-4.6,plain,CKV_AWS_147,over_permissive_access,True,True,0,22,0.3667,True,1,506,444,4.94,
BM-0276,claude-opus-4.6,plain,CKV_AWS_163,over_permissive_access,True,False,0,10,0.0398,False,1,2150,2125,16.69,
BM-0277,claude-opus-4.6,plain,CKV_AWS_136,over_permissive_access,True,False,0,10,0.0398,False,1,2150,2125,15.45,
BM-0278,claude-opus-4.6,plain,CKV_AWS_51,over_permissive_access,True,False,0,10,0.0398,False,1,2150,2125,17.61,
BM-0279,claude-opus-4.6,plain,CKV_AWS_32,over_permissive_access,True,True,0,10,0.0398,True,1,2150,2125,16.48,
BM-0442,claude-opus-4.6,plain,CKV_AWS_137,network_hardening,True,True,0,12,0.4286,True,1,268,260,4.07,
BM-0443,claude-opus-4.6,plain,CKV_AWS_317,network_hardening,True,False,0,12,0.4286,False,1,268,260,3.62,
BM-0444,claude-opus-4.6,plain,CKV_AWS_228,network_hardening,True,False,0,12,0.4286,False,1,268,260,3.76,
BM-0445,claude-opus-4.6,plain,CKV_AWS_5,network_hardening,True,False,0,12,0.4286,False,1,268,260,3.41,
BM-0446,claude-opus-4.6,plain,CKV_AWS_247,network_hardening,True,False,0,12,0.4286,False,1,268,260,4.4,
BM-0447,claude-opus-4.6,plain,CKV_AWS_248,network_hardening,True,True,0,12,0.4286,True,1,268,260,3.56,
BM-0448,claude-opus-4.6,plain,CKV_AWS_84,network_hardening,True,False,0,12,0.4286,False,1,268,260,3.21,
BM-0449,claude-opus-4.6,plain,CKV_AWS_318,network_hardening,True,False,0,12,0.4286,False,1,268,260,4.28,
BM-0049,claude-opus-4.6,plain,CKV_AWS_79,public_exposure,True,False,0,19,0.3393,False,1,670,568,5.3,
BM-0050,claude-opus-4.6,plain,CKV_AWS_389,public_exposure,True,True,0,19,0.3393,True,1,670,568,5.73,
BM-0051,claude-opus-4.6,plain,CKV_AWS_8,public_exposure,True,False,0,19,0.3393,False,1,670,568,5.86,
BM-0052,claude-opus-4.6,plain,CKV_AWS_315,public_exposure,True,False,0,19,0.3393,False,1,670,568,6.12,
BM-0262,claude-opus-4.6,plain,CKV_AWS_126,public_exposure,True,False,0,29,0.232,False,1,902,825,9.58,
BM-0263,claude-opus-4.6,plain,CKV_AWS_135,public_exposure,True,False,0,29,0.232,False,1,902,825,7.26,
BM-0002,claude-opus-4.6,plain,CKV_AWS_233,weak_observability,True,False,0,4,0.0909,False,1,372,294,3.93,
BM-0003,claude-opus-4.6,plain,CKV_AWS_234,weak_observability,True,True,0,4,0.0909,True,1,372,294,3.38,
BM-0039,claude-opus-4.6,plain,CKV_AWS_194,weak_observability,True,True,0,8,0.2424,True,1,342,257,3.58,
BM-0040,claude-opus-4.6,plain,CKV2_AWS_33,weak_observability,True,False,0,8,0.2424,False,1,342,257,3.51,
BM-0042,claude-opus-4.6,plain,CKV_AWS_193,weak_observability,True,True,0,11,0.6111,True,1,210,172,4.28,
BM-0075,claude-opus-4.6,plain,CKV_AWS_338,weak_observability,True,False,0,4,0.8,False,1,124,58,1.8,
BM-0056,claude-opus-4.6,plain,CKV_AWS_153,insecure_defaults,True,True,0,6,0.1034,True,1,609,572,6.3,
BM-0080,claude-opus-4.6,plain,CKV_AWS_34,insecure_defaults,True,True,0,5,0.0248,True,1,1587,1526,12.96,
BM-0081,claude-opus-4.6,plain,CKV_AWS_174,insecure_defaults,True,False,0,5,0.0248,False,1,1587,1526,11.76,
BM-0082,claude-opus-4.6,plain,CKV_AWS_68,insecure_defaults,True,False,0,5,0.0248,False,1,1587,1526,13.54,
BM-0083,claude-opus-4.6,plain,CKV_AWS_310,insecure_defaults,True,False,0,5,0.0248,False,1,1587,1526,15.25,
BM-0004,claude-opus-4.6,plain,CKV_AWS_150,other,True,False,0,10,0.0806,False,1,1086,1008,13.33,
BM-0005,claude-opus-4.6,plain,CKV_AWS_91,other,True,False,0,10,0.0806,False,1,1086,1005,9.62,
BM-0006,claude-opus-4.6,plain,CKV_AWS_127,other,True,False,0,10,0.0806,False,1,1086,1005,9.75,
BM-0007,claude-opus-4.6,plain,CKV_AWS_376,other,True,False,0,10,0.0806,False,1,1086,1005,9.84,
BM-0008,claude-opus-4.6,plain,CKV_AWS_328,other,True,True,0,10,0.0806,True,1,1086,1005,9.91,
BM-0015,claude-opus-4.6,structured,CKV_AWS_235,missing_encryption,True,False,0,2,0.0541,False,1,567,406,5.13,
BM-0016,claude-opus-4.6,structured,CKV_AWS_236,missing_encryption,True,False,0,3,0.0811,False,1,568,432,5.1,
BM-0019,claude-opus-4.6,structured,CKV_AWS_204,missing_encryption,True,False,0,5,0.0667,False,1,829,745,16.31,
BM-0029,claude-opus-4.6,structured,CKV_AWS_206,missing_encryption,True,True,0,2,0.087,True,1,515,349,4.73,
BM-0031,claude-opus-4.6,structured,CKV_AWS_308,missing_encryption,True,True,0,2,0.0513,True,1,634,480,5.92,
BM-0032,claude-opus-4.6,structured,CKV_AWS_225,missing_encryption,True,True,0,1,0.0256,True,1,633,494,5.29,
BM-0036,claude-opus-4.6,structured,CKV_AWS_381,missing_encryption,True,False,0,2,0.0455,False,1,659,533,7.01,
BM-0037,claude-opus-4.6,structured,CKV_AWS_264,missing_encryption,True,True,0,3,0.0612,True,1,699,581,5.64,
BM-0038,claude-opus-4.6,structured,CKV_AWS_263,missing_encryption,True,True,0,2,0.023,True,1,826,759,7.89,
BM-0044,claude-opus-4.6,structured,CKV_AWS_215,missing_encryption,True,False,0,2,0.0833,False,1,553,384,4.4,
BM-0045,claude-opus-4.6,structured,CKV_AWS_214,missing_encryption,True,False,0,2,0.0833,False,1,553,386,4.44,
BM-0048,claude-opus-4.6,structured,CKV_AWS_159,missing_encryption,True,True,0,5,0.1667,True,1,476,355,10.54,
BM-0058,claude-opus-4.6,structured,CKV_AWS_210,over_permissive_access,True,True,0,2,0.0109,True,1,1515,1630,14.29,
BM-0138,claude-opus-4.6,structured,CKV_AWS_314,over_permissive_access,True,False,0,9,0.15,False,1,703,627,6.36,
BM-0139,claude-opus-4.6,structured,CKV_AWS_316,over_permissive_access,True,True,0,2,0.0333,True,1,706,566,6.48,
BM-0140,claude-opus-4.6,structured,CKV_AWS_147,over_permissive_access,True,True,0,2,0.0333,True,1,704,592,6.33,
BM-0276,claude-opus-4.6,structured,CKV_AWS_163,over_permissive_access,True,False,0,4,0.0159,False,1,2345,2584,20.56,
BM-0277,claude-opus-4.6,structured,CKV_AWS_136,over_permissive_access,True,False,0,4,0.0159,False,1,2346,2578,21.13,
BM-0278,claude-opus-4.6,structured,CKV_AWS_51,over_permissive_access,True,False,0,3,0.012,False,1,2344,2572,18.92,
BM-0279,claude-opus-4.6,structured,CKV_AWS_32,over_permissive_access,True,False,0,2,0.008,False,1,2347,2567,20.87,
BM-0442,claude-opus-4.6,structured,CKV_AWS_137,network_hardening,True,True,0,9,0.3214,True,1,460,367,28.58,
BM-0443,claude-opus-4.6,structured,CKV_AWS_317,network_hardening,True,False,0,6,0.2143,False,1,460,370,5.26,
BM-0444,claude-opus-4.6,structured,CKV_AWS_228,network_hardening,True,False,0,5,0.1786,False,1,463,390,6.19,
BM-0445,claude-opus-4.6,structured,CKV_AWS_5,network_hardening,True,False,0,4,0.1429,False,1,464,320,12.2,
BM-0446,claude-opus-4.6,structured,CKV_AWS_247,network_hardening,True,False,0,5,0.1786,False,1,464,365,4.98,
BM-0447,claude-opus-4.6,structured,CKV_AWS_248,network_hardening,True,True,0,9,0.3214,True,1,461,387,5.1,
BM-0448,claude-opus-4.6,structured,CKV_AWS_84,network_hardening,True,False,0,15,0.5357,False,1,458,500,6.24,
BM-0449,claude-opus-4.6,structured,CKV_AWS_318,network_hardening,True,False,0,5,0.1786,False,1,466,378,5.57,
BM-0049,claude-opus-4.6,structured,CKV_AWS_79,public_exposure,True,False,0,5,0.0893,False,1,863,780,13.51,
BM-0050,claude-opus-4.6,structured,CKV_AWS_389,public_exposure,True,True,0,2,0.0357,True,1,867,729,7.12,
BM-0051,claude-opus-4.6,structured,CKV_AWS_8,public_exposure,True,False,0,4,0.0714,False,1,870,751,7.05,
BM-0052,claude-opus-4.6,structured,CKV_AWS_315,public_exposure,True,False,1,19,0.3393,False,1,870,786,8.59,
BM-0262,claude-opus-4.6,structured,CKV_AWS_126,public_exposure,True,False,0,1,0.008,False,1,1092,1054,9.84,
