artifact_id,model,method,checkov_rule_id,violation_class,v1_syntax_valid,v2_target_resolved,v3_new_issues_count,v4_lines_changed,v4_diff_ratio,overall_verified_fix,num_attempts,input_tokens,output_tokens,latency_seconds,error
BM-0263,claude-opus-4.6,structured,CKV_AWS_135,public_exposure,True,False,0,1,0.008,False,1,1091,1064,9.86,
BM-0002,claude-opus-4.6,structured,CKV_AWS_233,weak_observability,True,False,0,6,0.1364,False,1,563,415,5.07,
BM-0003,claude-opus-4.6,structured,CKV_AWS_234,weak_observability,True,True,0,2,0.0455,True,1,562,421,5.15,
BM-0039,claude-opus-4.6,structured,CKV_AWS_194,weak_observability,True,True,0,2,0.0606,True,1,538,387,4.99,
BM-0040,claude-opus-4.6,structured,CKV2_AWS_33,weak_observability,True,False,4,21,0.6364,False,1,538,678,9.03,
BM-0042,claude-opus-4.6,structured,CKV_AWS_193,weak_observability,True,True,0,5,0.2778,True,1,404,274,4.23,
BM-0075,claude-opus-4.6,structured,CKV_AWS_338,weak_observability,True,False,0,2,0.4,False,1,324,131,2.41,
BM-0056,claude-opus-4.6,structured,CKV_AWS_153,insecure_defaults,True,True,0,8,0.1379,True,1,804,710,8.06,
BM-0080,claude-opus-4.6,structured,CKV_AWS_34,insecure_defaults,True,False,0,4,0.0198,False,1,1786,1898,15.49,
BM-0081,claude-opus-4.6,structured,CKV_AWS_174,insecure_defaults,True,False,0,6,0.0297,False,1,1790,1993,15.08,
BM-0082,claude-opus-4.6,structured,CKV_AWS_68,insecure_defaults,True,False,0,4,0.0198,False,1,1779,1912,15.66,
BM-0083,claude-opus-4.6,structured,CKV_AWS_310,insecure_defaults,True,False,0,24,0.1188,False,1,1782,2098,17.71,
BM-0004,claude-opus-4.6,structured,CKV_AWS_150,other,True,False,0,1,0.0081,False,1,1273,1227,11.94,
BM-0005,claude-opus-4.6,structured,CKV_AWS_91,other,True,False,0,5,0.0403,False,1,1280,1253,11.97,
BM-0006,claude-opus-4.6,structured,CKV_AWS_127,other,True,False,0,2,0.0161,False,1,1283,1249,11.38,
BM-0007,claude-opus-4.6,structured,CKV_AWS_376,other,True,False,0,9,0.0726,False,1,1278,1289,12.44,
BM-0008,claude-opus-4.6,structured,CKV_AWS_328,other,True,True,0,6,0.0484,True,1,1280,1265,11.32,
BM-2001,claude-sonnet-4.6,plain,CKV_K8S_37,over_permissive_access,True,True,0,33,1.2222,True,1,245,163,3.42,
BM-2002,claude-sonnet-4.6,plain,CKV_K8S_31,over_permissive_access,True,True,0,33,1.2222,True,1,245,163,2.77,
BM-2003,claude-sonnet-4.6,plain,CKV_K8S_8,over_permissive_access,True,True,0,33,1.2222,True,1,245,163,2.49,
BM-2004,claude-sonnet-4.6,plain,CKV_K8S_12,over_permissive_access,True,True,0,33,1.2222,True,1,245,163,2.65,
BM-2005,claude-sonnet-4.6,plain,CKV_K8S_20,over_permissive_access,True,True,0,33,1.2222,True,1,245,163,2.78,
BM-2006,claude-sonnet-4.6,plain,CKV_K8S_13,over_permissive_access,True,True,0,33,1.2222,True,1,245,163,2.45,
BM-2113,claude-sonnet-4.6,plain,CKV_K8S_78,missing_runtime_safety,True,True,0,24,1.6,True,1,250,393,4.47,
BM-3936,claude-sonnet-4.6,plain,CKV_K8S_40,missing_runtime_safety,True,True,0,30,0.8333,True,1,338,339,3.1,
BM-3937,claude-sonnet-4.6,plain,CKV_K8S_10,missing_runtime_safety,True,True,0,30,0.8333,True,1,338,339,3.16,
BM-3938,claude-sonnet-4.6,plain,CKV_K8S_22,missing_runtime_safety,True,True,0,30,0.8333,True,1,338,339,3.08,
BM-2073,claude-sonnet-4.6,plain,CKV_K8S_80,network_hardening,True,True,0,4,0.0851,True,1,436,363,3.54,
BM-2075,claude-sonnet-4.6,plain,CKV_K8S_104,network_hardening,True,True,0,4,0.0851,True,1,436,363,3.42,
BM-2077,claude-sonnet-4.6,plain,CKV_K8S_77,network_hardening,True,True,0,4,0.0851,True,1,436,363,3.27,
BM-2120,claude-sonnet-4.6,plain,CKV_K8S_82,insecure_defaults,True,True,0,4,0.0851,True,1,434,361,3.11,
BM-2122,claude-sonnet-4.6,plain,CKV_K8S_15,insecure_defaults,True,True,0,4,0.0851,True,1,434,361,3.82,
BM-2124,claude-sonnet-4.6,plain,CKV_K8S_68,insecure_defaults,True,True,0,4,0.0851,True,1,434,361,3.96,
BM-2471,claude-sonnet-4.6,plain,CKV_K8S_88,missing_encryption,True,True,0,1,0.0213,True,1,440,371,4.64,
BM-2472,claude-sonnet-4.6,plain,CKV_K8S_19,missing_encryption,True,True,0,1,0.0213,True,1,440,371,3.54,
BM-2200,claude-sonnet-4.6,plain,CKV_K8S_91,weak_observability,True,True,0,10,0.2174,True,1,429,461,5.61,
BM-3223,claude-sonnet-4.6,plain,CKV_K8S_108,other,True,True,0,12,0.2553,True,1,439,432,4.93,
BM-2001,claude-sonnet-4.6,structured,CKV_K8S_37,over_permissive_access,True,True,0,5,0.1852,True,1,441,293,3.7,
BM-2002,claude-sonnet-4.6,structured,CKV_K8S_31,over_permissive_access,True,True,0,4,0.1481,True,1,450,320,3.7,
BM-2003,claude-sonnet-4.6,structured,CKV_K8S_8,over_permissive_access,True,True,0,9,0.3333,True,1,441,336,4.21,
BM-2004,claude-sonnet-4.6,structured,CKV_K8S_12,over_permissive_access,True,True,0,5,0.1852,True,1,437,306,3.7,
BM-2005,claude-sonnet-4.6,structured,CKV_K8S_20,over_permissive_access,True,True,0,4,0.1481,True,1,446,279,3.38,
BM-2006,claude-sonnet-4.6,structured,CKV_K8S_13,over_permissive_access,True,True,0,5,0.1852,True,1,437,302,4.92,
BM-2113,claude-sonnet-4.6,structured,CKV_K8S_78,missing_runtime_safety,True,True,0,8,0.5333,True,1,452,383,4.78,
BM-3936,claude-sonnet-4.6,structured,CKV_K8S_40,missing_runtime_safety,True,True,0,6,0.1667,True,1,536,421,4.32,
BM-3937,claude-sonnet-4.6,structured,CKV_K8S_10,missing_runtime_safety,True,True,0,8,0.2222,True,1,528,428,4.67,
BM-3938,claude-sonnet-4.6,structured,CKV_K8S_22,missing_runtime_safety,True,True,0,6,0.1667,True,1,532,439,5.19,
BM-2073,claude-sonnet-4.6,structured,CKV_K8S_80,network_hardening,True,True,0,2,0.0426,True,1,641,504,4.56,
BM-2075,claude-sonnet-4.6,structured,CKV_K8S_104,network_hardening,True,True,0,1,0.0213,True,1,635,499,5.33,
BM-2077,claude-sonnet-4.6,structured,CKV_K8S_77,network_hardening,True,True,0,1,0.0213,True,1,639,494,5.89,
BM-2120,claude-sonnet-4.6,structured,CKV_K8S_82,insecure_defaults,True,True,0,2,0.0426,True,1,634,486,4.36,
BM-2122,claude-sonnet-4.6,structured,CKV_K8S_15,insecure_defaults,True,True,0,1,0.0213,True,1,629,490,4.25,
BM-2124,claude-sonnet-4.6,structured,CKV_K8S_68,insecure_defaults,True,True,0,1,0.0213,True,1,636,481,4.6,
BM-2471,claude-sonnet-4.6,structured,CKV_K8S_88,missing_encryption,True,True,0,3,0.0638,True,1,643,495,4.48,
BM-2472,claude-sonnet-4.6,structured,CKV_K8S_19,missing_encryption,True,True,0,4,0.0851,True,1,636,470,4.31,
BM-2200,claude-sonnet-4.6,structured,CKV_K8S_91,weak_observability,True,True,0,3,0.0652,True,1,632,500,4.4,
BM-3223,claude-sonnet-4.6,structured,CKV_K8S_108,other,True,True,0,1,0.0213,True,1,641,501,5.04,
BM-2001,claude-sonnet-4.6,verify_loop,CKV_K8S_37,over_permissive_access,True,True,0,5,0.1852,True,1,441,293,3.57,
BM-2002,claude-sonnet-4.6,verify_loop,CKV_K8S_31,over_permissive_access,True,True,0,4,0.1481,True,1,450,320,3.34,
BM-2003,claude-sonnet-4.6,verify_loop,CKV_K8S_8,over_permissive_access,True,True,0,10,0.3704,True,1,441,333,4.73,
BM-2004,claude-sonnet-4.6,verify_loop,CKV_K8S_12,over_permissive_access,True,True,0,5,0.1852,True,1,437,306,3.53,
BM-2005,claude-sonnet-4.6,verify_loop,CKV_K8S_20,over_permissive_access,True,True,0,4,0.1481,True,1,446,279,3.41,
BM-2006,claude-sonnet-4.6,verify_loop,CKV_K8S_13,over_permissive_access,True,True,0,5,0.1852,True,1,437,302,3.47,
BM-2113,claude-sonnet-4.6,verify_loop,CKV_K8S_78,missing_runtime_safety,True,True,0,8,0.5333,True,1,452,383,4.59,
BM-3936,claude-sonnet-4.6,verify_loop,CKV_K8S_40,missing_runtime_safety,True,True,0,6,0.1667,True,1,536,421,4.51,
BM-3937,claude-sonnet-4.6,verify_loop,CKV_K8S_10,missing_runtime_safety,True,True,0,8,0.2222,True,1,528,428,4.64,
BM-3938,claude-sonnet-4.6,verify_loop,CKV_K8S_22,missing_runtime_safety,True,True,0,6,0.1667,True,1,532,439,4.41,
BM-2073,claude-sonnet-4.6,verify_loop,CKV_K8S_80,network_hardening,True,True,0,2,0.0426,True,1,641,504,4.36,
BM-2075,claude-sonnet-4.6,verify_loop,CKV_K8S_104,network_hardening,True,True,0,1,0.0213,True,1,635,499,4.88,
BM-2077,claude-sonnet-4.6,verify_loop,CKV_K8S_77,network_hardening,True,True,0,1,0.0213,True,1,639,494,4.48,
BM-2120,claude-sonnet-4.6,verify_loop,CKV_K8S_82,insecure_defaults,True,True,0,2,0.0426,True,1,634,486,4.78,
BM-2122,claude-sonnet-4.6,verify_loop,CKV_K8S_15,insecure_defaults,True,True,0,1,0.0213,True,1,629,490,5.39,
BM-2124,claude-sonnet-4.6,verify_loop,CKV_K8S_68,insecure_defaults,True,True,0,1,0.0213,True,1,636,481,4.51,
BM-2471,claude-sonnet-4.6,verify_loop,CKV_K8S_88,missing_encryption,True,True,0,3,0.0638,True,1,643,495,5.49,
BM-2472,claude-sonnet-4.6,verify_loop,CKV_K8S_19,missing_encryption,True,True,0,4,0.0851,True,1,636,470,4.34,
BM-2200,claude-sonnet-4.6,verify_loop,CKV_K8S_91,weak_observability,True,True,0,3,0.0652,True,1,632,500,5.72,
BM-3223,claude-sonnet-4.6,verify_loop,CKV_K8S_108,other,True,True,0,1,0.0213,True,1,641,501,5.12,
BM-2001,llama4-maverick,plain,CKV_K8S_37,over_permissive_access,True,True,1,60,2.2222,False,1,239,169,1.11,
BM-2002,llama4-maverick,plain,CKV_K8S_31,over_permissive_access,True,True,1,60,2.2222,False,1,239,171,0.93,
BM-2003,llama4-maverick,plain,CKV_K8S_8,over_permissive_access,True,False,1,64,2.3704,False,1,239,201,1.09,
BM-2004,llama4-maverick,plain,CKV_K8S_12,over_permissive_access,True,False,1,64,2.3704,False,1,239,201,0.99,
BM-2005,llama4-maverick,plain,CKV_K8S_20,over_permissive_access,True,True,1,60,2.2222,False,1,239,169,1.03,
BM-2006,llama4-maverick,plain,CKV_K8S_13,over_permissive_access,True,False,1,60,2.2222,False,1,239,169,1.07,
BM-2113,llama4-maverick,plain,CKV_K8S_78,missing_runtime_safety,True,True,0,122,8.1333,True,1,226,739,2.6,
BM-3936,llama4-maverick,plain,CKV_K8S_40,missing_runtime_safety,True,True,1,77,2.1389,False,1,326,287,1.01,
BM-3937,llama4-maverick,plain,CKV_K8S_10,missing_runtime_safety,True,False,1,77,2.1389,False,1,326,287,1.08,
BM-3938,llama4-maverick,plain,CKV_K8S_22,missing_runtime_safety,True,True,1,77,2.1389,False,1,326,287,1.07,
BM-2073,llama4-maverick,plain,CKV_K8S_80,network_hardening,True,True,0,115,2.4468,True,1,403,381,1.66,
BM-2075,llama4-maverick,plain,CKV_K8S_104,network_hardening,True,True,0,115,2.4468,True,1,403,375,1.62,
BM-2077,llama4-maverick,plain,CKV_K8S_77,network_hardening,True,True,0,115,2.4468,True,1,403,376,1.73,
BM-2120,llama4-maverick,plain,CKV_K8S_82,insecure_defaults,True,True,0,115,2.4468,True,1,401,374,1.49,
BM-2122,llama4-maverick,plain,CKV_K8S_15,insecure_defaults,True,False,0,115,2.4468,False,1,401,376,1.49,
BM-2124,llama4-maverick,plain,CKV_K8S_68,insecure_defaults,True,True,0,115,2.4468,True,1,401,374,1.68,
BM-2471,llama4-maverick,plain,CKV_K8S_88,missing_encryption,True,True,0,119,2.5319,True,1,403,418,2.05,
BM-2472,llama4-maverick,plain,CKV_K8S_19,missing_encryption,True,False,0,119,2.5319,False,1,403,418,1.81,
BM-2200,llama4-maverick,plain,CKV_K8S_91,weak_observability,True,True,0,116,2.5217,True,1,397,402,1.62,
BM-3223,llama4-maverick,plain,CKV_K8S_108,other,True,True,0,119,2.5319,True,1,405,406,2.13,
BM-2001,llama4-maverick,structured,CKV_K8S_37,over_permissive_access,True,True,0,11,0.4074,True,1,404,252,1.29,
BM-2002,llama4-maverick,structured,CKV_K8S_31,over_permissive_access,True,True,0,5,0.1852,True,1,409,221,1.16,
BM-2003,llama4-maverick,structured,CKV_K8S_8,over_permissive_access,True,True,0,11,0.4074,True,1,402,240,1.45,
BM-2004,llama4-maverick,structured,CKV_K8S_12,over_permissive_access,True,True,0,5,0.1852,True,1,400,218,0.99,
BM-2005,llama4-maverick,structured,CKV_K8S_20,over_permissive_access,True,True,0,6,0.2222,True,1,405,205,1.05,
BM-2006,llama4-maverick,structured,CKV_K8S_13,over_permissive_access,True,True,0,5,0.1852,True,1,400,213,1.22,
BM-2113,llama4-maverick,structured,CKV_K8S_78,missing_runtime_safety,True,True,0,9,0.6,True,1,395,247,1.47,
BM-3936,llama4-maverick,structured,CKV_K8S_40,missing_runtime_safety,True,True,0,8,0.2222,True,1,492,354,3.38,
BM-3937,llama4-maverick,structured,CKV_K8S_10,missing_runtime_safety,True,True,0,8,0.2222,True,1,486,330,1.43,
BM-3938,llama4-maverick,structured,CKV_K8S_22,missing_runtime_safety,True,True,0,6,0.1667,True,1,489,335,1.75,
BM-2073,llama4-maverick,structured,CKV_K8S_80,network_hardening,True,True,0,4,0.0851,True,1,574,377,1.38,
BM-2075,llama4-maverick,structured,CKV_K8S_104,network_hardening,True,True,0,8,0.1702,True,1,570,454,1.78,
BM-2077,llama4-maverick,structured,CKV_K8S_77,network_hardening,False,False,-1,-1,-1,False,1,573,383,1.37,
BM-2120,llama4-maverick,structured,CKV_K8S_82,insecure_defaults,True,True,0,4,0.0851,True,1,567,373,1.65,
BM-2122,llama4-maverick,structured,CKV_K8S_15,insecure_defaults,True,True,0,3,0.0638,True,1,563,378,1.47,
BM-2124,llama4-maverick,structured,CKV_K8S_68,insecure_defaults,True,True,0,3,0.0638,True,1,568,375,1.45,
BM-2471,llama4-maverick,structured,CKV_K8S_88,missing_encryption,True,True,0,1,0.0213,True,1,573,381,2.14,
BM-2472,llama4-maverick,structured,CKV_K8S_19,missing_encryption,True,True,0,2,0.0426,True,1,568,366,2.11,
BM-2200,llama4-maverick,structured,CKV_K8S_91,weak_observability,True,True,0,8,0.1739,True,1,567,442,1.62,
BM-3223,llama4-maverick,structured,CKV_K8S_108,other,True,True,0,5,0.1064,True,1,574,385,1.52,
BM-2001,llama4-maverick,verify_loop,CKV_K8S_37,over_permissive_access,True,True,0,11,0.4074,True,1,404,252,1.24,
BM-2002,llama4-maverick,verify_loop,CKV_K8S_31,over_permissive_access,True,True,0,5,0.1852,True,1,409,221,1.16,
BM-2003,llama4-maverick,verify_loop,CKV_K8S_8,over_permissive_access,True,True,0,9,0.3333,True,1,402,245,1.13,
BM-2004,llama4-maverick,verify_loop,CKV_K8S_12,over_permissive_access,True,True,0,5,0.1852,True,1,400,218,0.99,
BM-2005,llama4-maverick,verify_loop,CKV_K8S_20,over_permissive_access,True,True,0,6,0.2222,True,1,405,211,1.1,
BM-2006,llama4-maverick,verify_loop,CKV_K8S_13,over_permissive_access,True,True,0,5,0.1852,True,1,400,213,1.05,
BM-2113,llama4-maverick,verify_loop,CKV_K8S_78,missing_runtime_safety,True,True,0,9,0.6,True,1,395,247,1.93,
BM-3936,llama4-maverick,verify_loop,CKV_K8S_40,missing_runtime_safety,True,True,0,8,0.2222,True,1,492,354,2.65,
BM-3937,llama4-maverick,verify_loop,CKV_K8S_10,missing_runtime_safety,True,True,0,8,0.2222,True,1,486,330,1.67,
BM-3938,llama4-maverick,verify_loop,CKV_K8S_22,missing_runtime_safety,True,True,0,6,0.1667,True,1,489,318,1.65,
BM-2073,llama4-maverick,verify_loop,CKV_K8S_80,network_hardening,True,True,0,4,0.0851,True,1,574,377,1.9,
BM-2075,llama4-maverick,verify_loop,CKV_K8S_104,network_hardening,True,True,0,7,0.1489,True,1,570,450,2.01,
BM-2077,llama4-maverick,verify_loop,CKV_K8S_77,network_hardening,True,True,0,3,0.0638,True,1,573,383,1.66,
BM-2120,llama4-maverick,verify_loop,CKV_K8S_82,insecure_defaults,True,True,0,4,0.0851,True,1,567,373,1.78,
BM-2122,llama4-maverick,verify_loop,CKV_K8S_15,insecure_defaults,True,True,0,3,0.0638,True,1,563,378,1.89,
BM-2124,llama4-maverick,verify_loop,CKV_K8S_68,insecure_defaults,True,True,0,3,0.0638,True,1,568,375,2.09,
BM-2471,llama4-maverick,verify_loop,CKV_K8S_88,missing_encryption,True,True,0,1,0.0213,True,1,573,381,2.15,
BM-2472,llama4-maverick,verify_loop,CKV_K8S_19,missing_encryption,True,True,0,2,0.0426,True,1,568,366,1.52,
BM-2200,llama4-maverick,verify_loop,CKV_K8S_91,weak_observability,True,True,0,8,0.1739,True,1,567,442,2.08,
BM-3223,llama4-maverick,verify_loop,CKV_K8S_108,other,True,True,0,7,0.1489,True,1,574,385,1.51,
BM-2001,claude-opus-4.6,plain,CKV_K8S_37,over_permissive_access,True,True,0,27,1.0,True,1,245,166,3.35,
BM-2002,claude-opus-4.6,plain,CKV_K8S_31,over_permissive_access,True,True,0,24,0.8889,True,1,245,154,4.36,
BM-2003,claude-opus-4.6,plain,CKV_K8S_8,over_permissive_access,True,True,0,24,0.8889,True,1,245,154,3.39,
BM-2004,claude-opus-4.6,plain,CKV_K8S_12,over_permissive_access,True,True,0,27,1.0,True,1,245,166,3.63,
BM-2005,claude-opus-4.6,plain,CKV_K8S_20,over_permissive_access,True,True,0,27,1.0,True,1,245,166,4.0,
BM-2006,claude-opus-4.6,plain,CKV_K8S_13,over_permissive_access,True,True,0,24,0.8889,True,1,245,154,3.29,
BM-2113,claude-opus-4.6,plain,CKV_K8S_78,missing_runtime_safety,True,True,0,6,0.4,True,1,250,189,4.18,
BM-3936,claude-opus-4.6,plain,CKV_K8S_40,missing_runtime_safety,True,True,0,16,0.4444,True,1,338,346,5.27,
BM-3937,claude-opus-4.6,plain,CKV_K8S_10,missing_runtime_safety,True,True,0,16,0.4444,True,1,338,346,4.43,
BM-3938,claude-opus-4.6,plain,CKV_K8S_22,missing_runtime_safety,True,True,0,16,0.4444,True,1,338,346,4.95,
BM-2073,claude-opus-4.6,plain,CKV_K8S_80,network_hardening,True,True,0,4,0.0851,True,1,436,363,4.66,
BM-2075,claude-opus-4.6,plain,CKV_K8S_104,network_hardening,True,True,0,4,0.0851,True,1,436,363,3.75,
BM-2077,claude-opus-4.6,plain,CKV_K8S_77,network_hardening,True,True,0,4,0.0851,True,1,436,365,3.83,
BM-2120,claude-opus-4.6,plain,CKV_K8S_82,insecure_defaults,True,True,0,4,0.0851,True,1,434,363,4.51,
BM-2122,claude-opus-4.6,plain,CKV_K8S_15,insecure_defaults,True,True,0,4,0.0851,True,1,434,363,4.88,
BM-2124,claude-opus-4.6,plain,CKV_K8S_68,insecure_defaults,True,True,0,4,0.0851,True,1,434,363,4.83,
BM-2471,claude-opus-4.6,plain,CKV_K8S_88,missing_encryption,True,True,0,2,0.0426,True,1,440,415,5.27,
BM-2472,claude-opus-4.6,plain,CKV_K8S_19,missing_encryption,True,True,0,2,0.0426,True,1,440,415,5.13,
BM-2200,claude-opus-4.6,plain,CKV_K8S_91,weak_observability,True,True,0,1,0.0217,True,1,429,362,5.25,
BM-3223,claude-opus-4.6,plain,CKV_K8S_108,other,True,True,0,3,0.0638,True,1,439,375,5.29,
BM-2001,claude-opus-4.6,structured,CKV_K8S_37,over_permissive_access,True,True,0,5,0.1852,True,1,441,283,4.58,
BM-2002,claude-opus-4.6,structured,CKV_K8S_31,over_permissive_access,True,True,0,6,0.2222,True,1,450,332,4.56,
BM-2003,claude-opus-4.6,structured,CKV_K8S_8,over_permissive_access,True,True,0,9,0.3333,True,1,441,315,5.39,
BM-2004,claude-opus-4.6,structured,CKV_K8S_12,over_permissive_access,True,True,0,5,0.1852,True,1,437,284,4.58,
BM-2005,claude-opus-4.6,structured,CKV_K8S_20,over_permissive_access,True,True,0,4,0.1481,True,1,446,268,4.97,
BM-2006,claude-opus-4.6,structured,CKV_K8S_13,over_permissive_access,True,True,0,5,0.1852,True,1,437,284,3.9,
BM-2113,claude-opus-4.6,structured,CKV_K8S_78,missing_runtime_safety,True,True,0,2,0.1333,True,1,452,275,5.25,
BM-3936,claude-opus-4.6,structured,CKV_K8S_40,missing_runtime_safety,True,True,0,6,0.1667,True,1,536,406,6.02,
BM-3937,claude-opus-4.6,structured,CKV_K8S_10,missing_runtime_safety,True,True,0,8,0.2222,True,1,528,395,6.52,
BM-3938,claude-opus-4.6,structured,CKV_K8S_22,missing_runtime_safety,True,True,0,6,0.1667,True,1,532,419,6.89,
BM-2073,claude-opus-4.6,structured,CKV_K8S_80,network_hardening,True,True,0,2,0.0426,True,1,641,480,6.09,
BM-2075,claude-opus-4.6,structured,CKV_K8S_104,network_hardening,True,True,0,1,0.0213,True,1,635,485,6.04,
BM-2077,claude-opus-4.6,structured,CKV_K8S_77,network_hardening,True,True,0,1,0.0213,True,1,639,483,6.2,
BM-2120,claude-opus-4.6,structured,CKV_K8S_82,insecure_defaults,True,True,0,2,0.0426,True,1,634,472,6.44,
BM-2122,claude-opus-4.6,structured,CKV_K8S_15,insecure_defaults,True,True,0,1,0.0213,True,1,629,476,5.38,
BM-2124,claude-opus-4.6,structured,CKV_K8S_68,insecure_defaults,True,True,0,1,0.0213,True,1,636,468,5.44,
BM-2471,claude-opus-4.6,structured,CKV_K8S_88,missing_encryption,True,True,0,3,0.0638,True,1,643,492,6.38,
BM-2472,claude-opus-4.6,structured,CKV_K8S_19,missing_encryption,True,True,0,4,0.0851,True,1,636,457,5.92,
BM-2200,claude-opus-4.6,structured,CKV_K8S_91,weak_observability,True,True,0,3,0.0652,True,1,632,485,8.75,
BM-3223,claude-opus-4.6,structured,CKV_K8S_108,other,True,True,0,1,0.0213,True,1,641,486,5.94,
BM-2001,claude-opus-4.6,verify_loop,CKV_K8S_37,over_permissive_access,True,True,0,5,0.1852,True,1,441,283,4.77,
BM-2002,claude-opus-4.6,verify_loop,CKV_K8S_31,over_permissive_access,True,True,0,6,0.2222,True,1,450,333,5.65,
BM-2003,claude-opus-4.6,verify_loop,CKV_K8S_8,over_permissive_access,True,True,0,9,0.3333,True,1,441,315,4.59,
BM-2004,claude-opus-4.6,verify_loop,CKV_K8S_12,over_permissive_access,True,True,0,5,0.1852,True,1,437,284,4.95,
BM-2005,claude-opus-4.6,verify_loop,CKV_K8S_20,over_permissive_access,True,True,0,4,0.1481,True,1,446,268,4.16,
BM-2006,claude-opus-4.6,verify_loop,CKV_K8S_13,over_permissive_access,True,True,0,5,0.1852,True,1,437,284,4.6,
BM-2113,claude-opus-4.6,verify_loop,CKV_K8S_78,missing_runtime_safety,True,True,0,2,0.1333,True,1,452,271,4.98,
BM-3936,claude-opus-4.6,verify_loop,CKV_K8S_40,missing_runtime_safety,True,True,0,6,0.1667,True,1,536,406,6.4,
BM-3937,claude-opus-4.6,verify_loop,CKV_K8S_10,missing_runtime_safety,True,True,0,8,0.2222,True,1,528,395,9.4,
BM-3938,claude-opus-4.6,verify_loop,CKV_K8S_22,missing_runtime_safety,True,True,0,6,0.1667,True,1,532,419,6.17,
BM-2073,claude-opus-4.6,verify_loop,CKV_K8S_80,network_hardening,True,True,0,2,0.0426,True,1,641,480,6.26,
BM-2075,claude-opus-4.6,verify_loop,CKV_K8S_104,network_hardening,True,True,0,1,0.0213,True,1,635,485,6.47,
BM-2077,claude-opus-4.6,verify_loop,CKV_K8S_77,network_hardening,True,True,0,1,0.0213,True,1,639,483,6.32,
BM-2120,claude-opus-4.6,verify_loop,CKV_K8S_82,insecure_defaults,True,True,0,2,0.0426,True,1,634,472,6.95,
BM-2122,claude-opus-4.6,verify_loop,CKV_K8S_15,insecure_defaults,True,True,0,1,0.0213,True,1,629,476,6.16,
BM-2124,claude-opus-4.6,verify_loop,CKV_K8S_68,insecure_defaults,True,True,0,1,0.0213,True,1,636,468,9.66,
BM-2471,claude-opus-4.6,verify_loop,CKV_K8S_88,missing_encryption,True,True,0,3,0.0638,True,1,643,492,6.4,
BM-2472,claude-opus-4.6,verify_loop,CKV_K8S_19,missing_encryption,True,True,0,4,0.0851,True,1,636,457,5.99,
BM-2200,claude-opus-4.6,verify_loop,CKV_K8S_91,weak_observability,True,True,0,3,0.0652,True,1,632,485,6.14,
BM-3223,claude-opus-4.6,verify_loop,CKV_K8S_108,other,True,True,0,1,0.0213,True,1,641,486,4.95,
